EVENT,DATE,BOUT,FIGHTER_A,FIGHTER_B,WINNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,FIGHT_URL
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Klaudia Sygula vs. Priscila Cachoeira,Klaudia Sygula,Priscila Cachoeira,Klaudia Sygula,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/2bbfbb234c255249
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Alexander Volkanovski vs. Diego Lopes,Alexander Volkanovski,Diego Lopes,Alexander Volkanovski,W/L,Featherweight,,5,5:00,http://www.ufcstats.com/fight-details/b06b43670238c2d8
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Benoit Saint Denis vs. Dan Hooker,Benoit Saint Denis,Dan Hooker,Benoit Saint Denis,W/L,Lightweight,,2,4:45,http://www.ufcstats.com/fight-details/a7ae8f6eb5fc3a79
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Mauricio Ruffy vs. Rafael Fiziev,Mauricio Ruffy,Rafael Fiziev,Mauricio Ruffy,W/L,Lightweight,,2,4:30,http://www.ufcstats.com/fight-details/57d7a683b85bb87b
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Tallison Teixeira vs. Tai Tuivasa,Tallison Teixeira,Tai Tuivasa,Tallison Teixeira,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/67765535bd0b6bdf
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Quillan Salkilld vs. Jamie Mullarkey,Quillan Salkilld,Jamie Mullarkey,Quillan Salkilld,W/L,Lightweight,,1,3:02,http://www.ufcstats.com/fight-details/32e9bc4d0a19a923
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Billy Elekana vs. Junior Tafa,Billy Elekana,Junior Tafa,Billy Elekana,W/L,Light Heavyweight,,2,3:18,http://www.ufcstats.com/fight-details/d94f1b32a81e3fa1
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Cam Rowston vs. Cody Brundage,Cam Rowston,Cody Brundage,Cam Rowston,W/L,Middleweight,,2,4:08,http://www.ufcstats.com/fight-details/47362cae6ba0e077
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Jacob Malkoun vs. Torrez Finney,Jacob Malkoun,Torrez Finney,Jacob Malkoun,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/0047f8aadca1936f
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Jonathan Micallef vs. Oban Elliott,Jonathan Micallef,Oban Elliott,Jonathan Micallef,W/L,Welterweight,,2,3:31,http://www.ufcstats.com/fight-details/78912b78aa946375
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Kaan Ofli vs. Yizha,Kaan Ofli,Yizha,Kaan Ofli,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/4c1e7e1765a5438a
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Dom Mar Fan vs. Sangwook Kim,Dom Mar Fan,Sangwook Kim,Dom Mar Fan,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/ad14c502c9c5a7e9
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Keiichiro Nakamura vs. Sebastian Szalay,Keiichiro Nakamura,Sebastian Szalay,Keiichiro Nakamura,W/L,Featherweight,,3,3:48,http://www.ufcstats.com/fight-details/780bae82bdfc7112
UFC 325: Volkanovski vs. Lopes 2,"January 31, 2026",Lawrence Lui vs. Sulangrangbo,Lawrence Lui,Sulangrangbo,Lawrence Lui,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/5c73e0013b859664
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Justin Gaethje vs. Paddy Pimblett,Justin Gaethje,Paddy Pimblett,Justin Gaethje,W/L,Lightweight,,5,5:00,http://www.ufcstats.com/fight-details/fa4b3f5ce8055921
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Sean O'Malley vs. Song Yadong,Sean O'Malley,Song Yadong,Sean O'Malley,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/007e8e0d4a39d82c
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Waldo Cortes Acosta vs. Derrick Lewis,Waldo Cortes Acosta,Derrick Lewis,Waldo Cortes Acosta,W/L,Heavyweight,,2,3:14,http://www.ufcstats.com/fight-details/d93ee3860196c4ae
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Natalia Silva vs. Rose Namajunas,Natalia Silva,Rose Namajunas,Natalia Silva,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/d63c9aa4f4873001
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Jean Silva vs. Arnold Allen,Jean Silva,Arnold Allen,Jean Silva,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/836a188a90e479a5
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Umar Nurmagomedov vs. Deiveson Figueiredo,Umar Nurmagomedov,Deiveson Figueiredo,Umar Nurmagomedov,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/6c9f4799990c3c33
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Ateba Gautier vs. Andrey Pulyaev,Ateba Gautier,Andrey Pulyaev,Ateba Gautier,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/33be2456161c14c3
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Nikita Krylov vs. Modestas Bukauskas,Nikita Krylov,Modestas Bukauskas,Nikita Krylov,W/L,Light Heavyweight,,3,4:57,http://www.ufcstats.com/fight-details/780cab0cd07589e4
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Alex Perez vs. Charles Johnson,Alex Perez,Charles Johnson,Alex Perez,W/L,Flyweight,,1,3:16,http://www.ufcstats.com/fight-details/b5aafe149bec4306
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Josh Hokit vs. Denzel Freeman,Josh Hokit,Denzel Freeman,Josh Hokit,W/L,Heavyweight,,1,4:59,http://www.ufcstats.com/fight-details/abfb3ed6dcb0e1f0
UFC 324: Gaethje vs. Pimblett,"January 24, 2026",Ty Miller vs. Adam Fugitt,Ty Miller,Adam Fugitt,Ty Miller,W/L,Welterweight,,1,4:59,http://www.ufcstats.com/fight-details/210fc45074fba464
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Manel Kape vs. Brandon Royval,Manel Kape,Brandon Royval,Manel Kape,W/L,Flyweight,,1,3:18,http://www.ufcstats.com/fight-details/a5a81a39ccf9b680
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Kevin Vallejos vs. Giga Chikadze,Kevin Vallejos,Giga Chikadze,Kevin Vallejos,W/L,Featherweight,,2,1:29,http://www.ufcstats.com/fight-details/24bb03f0a3415fbe
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Cezary Oleksiejczuk vs. Cesar Almeida,Cezary Oleksiejczuk,Cesar Almeida,Cezary Oleksiejczuk,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/d000cb692343cdcd
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Melquizael Costa vs. Morgan Charriere,Melquizael Costa,Morgan Charriere,Melquizael Costa,W/L,Featherweight,,1,1:14,http://www.ufcstats.com/fight-details/93ca562453f65b8d
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Kennedy Nzechukwu vs. Marcus Buchecha,Kennedy Nzechukwu,Marcus Buchecha,,D/D,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/47149f3187661509
UFC Fight Night: Royval vs. Kape,"December 13, 2025",King Green vs. Lance Gibson Jr.,King Green,Lance Gibson Jr.,King Green,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/fc4ab243d21b795d
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Yaroslav Amosov vs. Neil Magny,Yaroslav Amosov,Neil Magny,Yaroslav Amosov,W/L,Welterweight,,1,3:14,http://www.ufcstats.com/fight-details/0fca825e14429c1f
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Joanderson Brito vs. Isaac Thomson,Joanderson Brito,Isaac Thomson,Joanderson Brito,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/225e93ebed9b71b8
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Steven Asplund vs. Sean Sharaf,Steven Asplund,Sean Sharaf,Steven Asplund,W/L,Heavyweight,,2,3:49,http://www.ufcstats.com/fight-details/a2523a8565fe4361
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Luana Santos vs. Melissa Croden,Luana Santos,Melissa Croden,Luana Santos,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/ceb5b0f1f6daddf6
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Guilherme Pat vs. Allen Frye Jr.,Guilherme Pat,Allen Frye Jr.,Guilherme Pat,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/ac56a1052c4c8f63
UFC Fight Night: Royval vs. Kape,"December 13, 2025",Jamey-Lyn Horth vs. Tereza Bleda,Jamey-Lyn Horth,Tereza Bleda,Jamey-Lyn Horth,W/L,Women's Flyweight,,1,2:05,http://www.ufcstats.com/fight-details/71170fb7ade3e1f4
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Petr Yan vs. Merab Dvalishvili,Petr Yan,Merab Dvalishvili,Petr Yan,W/L,Bantamweight,,5,5:00,http://www.ufcstats.com/fight-details/4a0db214d9721d6e
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Joshua Van vs. Alexandre Pantoja,Joshua Van,Alexandre Pantoja,Joshua Van,W/L,Flyweight,KO/TKO,1,0:26,http://www.ufcstats.com/fight-details/dfa692db6d39330c
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Tatsuro Taira vs. Brandon Moreno,Tatsuro Taira,Brandon Moreno,Tatsuro Taira,W/L,Flyweight,,2,2:24,http://www.ufcstats.com/fight-details/fbbb9e72900b71f5
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Payton Talbott vs. Henry Cejudo,Payton Talbott,Henry Cejudo,Payton Talbott,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/1dc29f4c6fcdd356
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Jan Blachowicz vs. Bogdan Guskov,Jan Blachowicz,Bogdan Guskov,,D/D,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/6d6ab10cbaa45e8c
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Manuel Torres vs. Grant Dawson,Manuel Torres,Grant Dawson,Manuel Torres,W/L,Lightweight,,1,2:25,http://www.ufcstats.com/fight-details/c797b58d85c840a4
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Chris Duncan vs. Terrance McKinney,Chris Duncan,Terrance McKinney,Chris Duncan,W/L,Lightweight,,1,2:30,http://www.ufcstats.com/fight-details/b3d2ac2244e4f791
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Maycee Barber vs. Karine Silva,Maycee Barber,Karine Silva,Maycee Barber,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/2417cc7bc1eea75b
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Fares Ziam vs. Nazim Sadykhov,Fares Ziam,Nazim Sadykhov,Fares Ziam,W/L,Lightweight,,2,4:59,http://www.ufcstats.com/fight-details/10a57b983e59f727
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Brunno Ferreira vs. Marvin Vettori,Brunno Ferreira,Marvin Vettori,Brunno Ferreira,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/3c683da1924b6c44
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Jalin Turner vs. Edson Barboza,Jalin Turner,Edson Barboza,Jalin Turner,W/L,Lightweight,,1,2:24,http://www.ufcstats.com/fight-details/7af407397532f7cf
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Iwo Baraniewski vs. Ibo Aslan,Iwo Baraniewski,Ibo Aslan,Iwo Baraniewski,W/L,Light Heavyweight,,1,1:29,http://www.ufcstats.com/fight-details/ea660db65bfa998f
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Mansur Abdul-Malik vs. Antonio Trocoli,Mansur Abdul-Malik,Antonio Trocoli,Mansur Abdul-Malik,W/L,Middleweight,,1,1:09,http://www.ufcstats.com/fight-details/964ea1777695851b
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",Mairon Santos vs. Muhammad Naimov,Mairon Santos,Muhammad Naimov,Mairon Santos,W/L,Featherweight,,3,0:21,http://www.ufcstats.com/fight-details/40fa4f8b4b93884e
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Arman Tsarukyan vs. Dan Hooker,Arman Tsarukyan,Dan Hooker,Arman Tsarukyan,W/L,Lightweight,,2,3:34,http://www.ufcstats.com/fight-details/5f5b626e67529056
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Ian Machado Garry vs. Belal Muhammad,Ian Machado Garry,Belal Muhammad,Ian Machado Garry,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/b2218930b982d9b6
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Volkan Oezdemir vs. Alonzo Menifield,Volkan Oezdemir,Alonzo Menifield,Volkan Oezdemir,W/L,Light Heavyweight,,1,1:27,http://www.ufcstats.com/fight-details/870d374f8d9af65a
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Myktybek Orolbai vs. Jack Hermansson,Myktybek Orolbai,Jack Hermansson,Myktybek Orolbai,W/L,Welterweight,,1,2:46,http://www.ufcstats.com/fight-details/8ed609d80e135d94
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Waldo Cortes Acosta vs. Shamil Gaziev,Waldo Cortes Acosta,Shamil Gaziev,Waldo Cortes Acosta,W/L,Heavyweight,,1,1:22,http://www.ufcstats.com/fight-details/e8307c7686c42d8c
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Kyoji Horiguchi vs. Tagir Ulanbekov,Kyoji Horiguchi,Tagir Ulanbekov,Kyoji Horiguchi,W/L,Flyweight,,3,2:18,http://www.ufcstats.com/fight-details/00ee51bba08b7a08
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Luke Riley vs. Bogdan Grad,Luke Riley,Bogdan Grad,Luke Riley,W/L,Featherweight,,2,0:30,http://www.ufcstats.com/fight-details/5e6a74db89f5410c
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Nicolas Dalby vs. Saygid Izagakhmaev,Nicolas Dalby,Saygid Izagakhmaev,Nicolas Dalby,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/c49485cedb878cf0
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Asu Almabayev vs. Alex Perez,Asu Almabayev,Alex Perez,Asu Almabayev,W/L,Flyweight,,3,0:22,http://www.ufcstats.com/fight-details/443f30a4a856584a
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Abdul Rakhman Yakhyaev vs. Rafael Cerqueira,Abdul Rakhman Yakhyaev,Rafael Cerqueira,Abdul Rakhman Yakhyaev,W/L,Light Heavyweight,,1,0:33,http://www.ufcstats.com/fight-details/f5564a9eeebd4ea0
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Aleksandre Topuria vs. Bekzat Almakhan,Aleksandre Topuria,Bekzat Almakhan,Aleksandre Topuria,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/6f0231915cc28507
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Ismail Naurdiev vs. Ryan Loder,Ismail Naurdiev,Ryan Loder,Ismail Naurdiev,W/L,Middleweight,,1,1:26,http://www.ufcstats.com/fight-details/335064c3380e2f10
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Nurullo Aliev vs. Shem Rock,Nurullo Aliev,Shem Rock,Nurullo Aliev,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/46f81d5ecd974c1c
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",Denzel Freeman vs. Marek Bujlo,Denzel Freeman,Marek Bujlo,Denzel Freeman,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/9027e156c6f1988a
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Islam Makhachev vs. Jack Della Maddalena,Islam Makhachev,Jack Della Maddalena,Islam Makhachev,W/L,Welterweight,,5,5:00,http://www.ufcstats.com/fight-details/856f6ee049373843
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Valentina Shevchenko vs. Zhang Weili,Valentina Shevchenko,Zhang Weili,Valentina Shevchenko,W/L,Women's Flyweight,,5,5:00,http://www.ufcstats.com/fight-details/7606f6b6c19f2d73
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Michael Morales vs. Sean Brady,Michael Morales,Sean Brady,Michael Morales,W/L,Welterweight,,1,3:27,http://www.ufcstats.com/fight-details/477af74ea3cbba8b
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Carlos Prates vs. Leon Edwards,Carlos Prates,Leon Edwards,Carlos Prates,W/L,Welterweight,,2,1:28,http://www.ufcstats.com/fight-details/3c60884853766487
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Benoit Saint Denis vs. Beneil Dariush,Benoit Saint Denis,Beneil Dariush,Benoit Saint Denis,W/L,Lightweight,,1,0:16,http://www.ufcstats.com/fight-details/9b5f190cd3f5ce16
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Bo Nickal vs. Rodolfo Vieira,Bo Nickal,Rodolfo Vieira,Bo Nickal,W/L,Middleweight,,3,2:24,http://www.ufcstats.com/fight-details/292b83afa418635f
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Gregory Rodrigues vs. Roman Kopylov,Gregory Rodrigues,Roman Kopylov,Gregory Rodrigues,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/ebb012c5f3fd0cbb
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Erin Blanchfield vs. Tracy Cortez,Erin Blanchfield,Tracy Cortez,Erin Blanchfield,W/L,Women's Flyweight,,2,4:44,http://www.ufcstats.com/fight-details/909cd8633507a0c8
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Ethyn Ewing vs. Malcolm Wellmaker,Ethyn Ewing,Malcolm Wellmaker,Ethyn Ewing,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/e313286b307334a7
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Kyle Daukaus vs. Gerald Meerschaert,Kyle Daukaus,Gerald Meerschaert,Kyle Daukaus,W/L,Middleweight,,1,0:50,http://www.ufcstats.com/fight-details/9bbdc2a2ab334541
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Pat Sabatini vs. Chepe Mariscal,Pat Sabatini,Chepe Mariscal,Pat Sabatini,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/e3cbd663732f4a98
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Fatima Kline vs. Angela Hill,Fatima Kline,Angela Hill,Fatima Kline,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/6c2c6a6e3f4d04db
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Baisangur Susurkaev vs. Eric McConico,Baisangur Susurkaev,Eric McConico,Baisangur Susurkaev,W/L,Middleweight,,3,1:38,http://www.ufcstats.com/fight-details/c037cf1f7b429d5e
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",Matheus Camilo vs. Viacheslav Borshchev,Matheus Camilo,Viacheslav Borshchev,Matheus Camilo,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/1a5378e32e8519ef
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Gabriel Bonfim vs. Randy Brown,Gabriel Bonfim,Randy Brown,Gabriel Bonfim,W/L,Welterweight,,2,1:40,http://www.ufcstats.com/fight-details/4e224ebb6394611d
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Joseph Morales vs. Matt Schnell,Joseph Morales,Matt Schnell,Joseph Morales,W/L,Flyweight,,1,2:54,http://www.ufcstats.com/fight-details/f7e9bd2d6f81aeae
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Uros Medic vs. Muslim Salikhov,Uros Medic,Muslim Salikhov,Uros Medic,W/L,Welterweight,,1,1:03,http://www.ufcstats.com/fight-details/b23fa678cc65cf5b
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Chris Padilla vs. Ismael Bonfim,Chris Padilla,Ismael Bonfim,Chris Padilla,W/L,Lightweight,,2,4:30,http://www.ufcstats.com/fight-details/20971ed9a842b0cb
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Christian Leroy Duncan vs. Marco Tulio,Christian Leroy Duncan,Marco Tulio,Christian Leroy Duncan,W/L,Middleweight,,2,3:20,http://www.ufcstats.com/fight-details/ac4343150638b635
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Jamall Emmers vs. Hyder Amil,Jamall Emmers,Hyder Amil,Jamall Emmers,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/e3d657dd88864ba7
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Raoni Barcelos vs. Ricky Simon,Raoni Barcelos,Ricky Simon,Raoni Barcelos,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/c6d56aad93f98249
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Jacqueline Cavalcanti vs. Mayra Bueno Silva,Jacqueline Cavalcanti,Mayra Bueno Silva,Jacqueline Cavalcanti,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/80eae31bc0a94a65
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Josh Hokit vs. Max Gimenis,Josh Hokit,Max Gimenis,Josh Hokit,W/L,Heavyweight,,1,0:56,http://www.ufcstats.com/fight-details/87dcb3eab20f6ac1
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Denise Gomes vs. Tecia Pennington,Denise Gomes,Tecia Pennington,Denise Gomes,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/9126633d921afb57
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Daniel Marcos vs. Miles Johns,Daniel Marcos,Miles Johns,Daniel Marcos,W/L,Bantamweight,,2,4:23,http://www.ufcstats.com/fight-details/238c274c90587e21
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",Zach Reese vs. Jackson McVey,Zach Reese,Jackson McVey,Zach Reese,W/L,Catch Weight,,2,1:38,http://www.ufcstats.com/fight-details/84b66bf7fba2d59d
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Steve Garcia vs. David Onama,Steve Garcia,David Onama,Steve Garcia,W/L,Featherweight,,1,3:34,http://www.ufcstats.com/fight-details/747d922b329b7f30
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Waldo Cortes Acosta vs. Ante Delija,Waldo Cortes Acosta,Ante Delija,Waldo Cortes Acosta,W/L,Heavyweight,,1,3:59,http://www.ufcstats.com/fight-details/9d9390b550d77e06
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Jeremiah Wells vs. Themba Gorimbo,Jeremiah Wells,Themba Gorimbo,Jeremiah Wells,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/b0f68344e01884ff
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Yadier del Valle vs. Isaac Dulgarian,Yadier del Valle,Isaac Dulgarian,Yadier del Valle,W/L,Featherweight,,1,3:41,http://www.ufcstats.com/fight-details/767b78b67c7da17c
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Charles Radtke vs. Daniel Frunza,Charles Radtke,Daniel Frunza,Charles Radtke,W/L,Welterweight,,3,4:29,http://www.ufcstats.com/fight-details/71c8ca7442bcb757
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Allan Nascimento vs. Cody Durden,Allan Nascimento,Cody Durden,Allan Nascimento,W/L,Catch Weight,,2,3:13,http://www.ufcstats.com/fight-details/f41c2c82d5117230
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Billy Elekana vs. Kevin Christian,Billy Elekana,Kevin Christian,Billy Elekana,W/L,Light Heavyweight,,1,3:33,http://www.ufcstats.com/fight-details/f063bcccbbb9edc5
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Timmy Cuamba vs. ChangHo Lee,Timmy Cuamba,ChangHo Lee,Timmy Cuamba,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/58f6248da3cdf3ce
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",Donte Johnson vs. Sedriques Dumas,Donte Johnson,Sedriques Dumas,Donte Johnson,W/L,Middleweight,,2,1:25,http://www.ufcstats.com/fight-details/c245be6698c1e378
