EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,00,24 of 4020 of 43,60%46%,24 of 4020 of 43,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,00,26 of 5123 of 51,50%45%,26 of 5123 of 51,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,00,13 of 5529 of 59,23%49%,13 of 5529 of 59,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,,,,,,,,,,24 of 4020 of 43,60%46%,4 of 1218 of 39,5 of 90 of 2,15 of 192 of 2,24 of 4020 of 43
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,,,,,,,,,,26 of 5123 of 51,50%45%,4 of 2320 of 44,2 of 43 of 7,20 of 240 of 0,25 of 5022 of 49
UFC Fight Night: Song vs. Figueiredo,Jose Souza vs. Ding Meng,Total,Ding Meng,,,,,,,,,,13 of 5529 of 59,23%49%,5 of 3923 of 52,1 of 84 of 5,7 of 82 of 2,13 of 5529 of 59
UFC Fight Night: Song vs. Figueiredo,Cody Haddon vs. Aoriqileng,Total,Aoriqileng,01,6 of 1157 of 70,54%81%,12 of 1784 of 105,0 of 02 of 6,---33%,10,00,0:005:30,,,,,,
UFC Fight Night: Song vs. Figueiredo,Cody Haddon vs. Aoriqileng,Total,Aoriqileng,00,2 of 340 of 48,66%83%,6 of 764 of 80,0 of 02 of 3,---66%,00,00,0:004:13,,,,,,
UFC Fight Night: Song vs. Figueiredo,Cody Haddon vs. Aoriqileng,Total,Aoriqileng,01,4 of 817 of 22,50%77%,6 of 1020 of 25,0 of 00 of 3,---0%,10,00,0:001:17,,,,,,
UFC Fight Night: Song vs. Figueiredo,Cody Haddon vs. Aoriqileng,Total,Aoriqileng,,,,,,,,,,2 of 340 of 48,66%83%,1 of 234 of 42,1 of 16 of 6,0 of 00 of 0,2 of 31 of 5
UFC Fight Night: Song vs. Figueiredo,Cody Haddon vs. Aoriqileng,Total,Aoriqileng,,,,,,,,,,4 of 817 of 22,50%77%,3 of 712 of 17,1 of 14 of 4,0 of 01 of 1,4 of 67 of 12
UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya vs. Luis Gurule,Total,Rei Tsuruya,00,17 of 271 of 2,62%50%,20 of 301 of 2,1 of 30 of 0,33%---,10,00,2:170:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya vs. Luis Gurule,Total,Rei Tsuruya,00,17 of 271 of 2,62%50%,20 of 301 of 2,1 of 30 of 0,33%---,10,00,2:170:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya vs. Luis Gurule,Total,Rei Tsuruya,,,,,,,,,,17 of 271 of 2,62%50%,17 of 260 of 0,0 of 10 of 1,0 of 01 of 1,3 of 81 of 2
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,00,122 of 19768 of 198,61%34%,136 of 21291 of 224,1 of 40 of 0,25%---,10,00,2:060:07,,,,,,
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,00,36 of 5723 of 64,63%35%,42 of 6440 of 82,0 of 10 of 0,0%---,00,00,0:570:07,,,,,,
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,00,42 of 6825 of 72,61%34%,43 of 6929 of 77,1 of 10 of 0,100%---,10,00,0:410:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,00,44 of 7220 of 62,61%32%,51 of 7922 of 65,0 of 20 of 0,0%---,00,00,0:280:00,,,,,,
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,,,,,,,,,,36 of 5723 of 64,63%35%,19 of 3811 of 43,17 of 197 of 15,0 of 05 of 6,22 of 4118 of 56
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,,,,,,,,,,42 of 6825 of 72,61%34%,31 of 5510 of 53,10 of 1210 of 14,1 of 15 of 5,36 of 6021 of 65
UFC Fight Night: Song vs. Figueiredo,Angela Hill vs. Xiong Jingnan,Total,Angela Hill,,,,,,,,,,44 of 7220 of 62,61%32%,27 of 5212 of 50,16 of 194 of 5,1 of 14 of 7,36 of 6119 of 59
UFC Fight Night: Song vs. Figueiredo,Rodrigo Vera vs. Zhu Kangjie,Total,Zhu Kangjie,01,7 of 1417 of 29,50%58%,12 of 1925 of 38,0 of 01 of 1,---100%,00,00,0:000:41,,,,,,
UFC Fight Night: Song vs. Figueiredo,Rodrigo Vera vs. Zhu Kangjie,Total,Zhu Kangjie,01,7 of 1417 of 29,50%58%,12 of 1925 of 38,0 of 01 of 1,---100%,00,00,0:000:41,,,,,,
UFC Fight Night: Song vs. Figueiredo,Rodrigo Vera vs. Zhu Kangjie,Total,Zhu Kangjie,,,,,,,,,,7 of 1417 of 29,50%58%,2 of 813 of 20,2 of 21 of 1,3 of 43 of 8,7 of 147 of 16
UFC Fight Night: Song vs. Figueiredo,Jaqueline Amorim vs. Loma Lookboonmee,Total,Loma Lookboonmee,00,3 of 70 of 7,42%0%,10 of 165 of 15,0 of 00 of 2,---0%,03,01,0:082:58,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jaqueline Amorim vs. Loma Lookboonmee,Total,Loma Lookboonmee,00,3 of 70 of 7,42%0%,10 of 165 of 15,0 of 00 of 2,---0%,03,01,0:082:58,,,,,,
UFC Fight Night: Song vs. Figueiredo,Jaqueline Amorim vs. Loma Lookboonmee,Total,Loma Lookboonmee,,,,,,,,,,3 of 70 of 7,42%0%,1 of 30 of 4,0 of 10 of 1,2 of 30 of 2,2 of 50 of 7
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,10,98 of 152100 of 254,64%39%,156 of 222118 of 280,7 of 70 of 4,100%0%,00,00,9:281:45,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,10,9 of 910 of 14,100%71%,18 of 2019 of 25,2 of 20 of 2,100%0%,00,00,1:441:45,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,00,23 of 3826 of 78,60%33%,28 of 4428 of 81,0 of 00 of 0,------,00,00,0:360:00,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,00,32 of 5230 of 71,61%42%,44 of 6630 of 72,0 of 00 of 1,---0%,00,00,1:220:00,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,00,23 of 3623 of 63,63%36%,26 of 4124 of 67,1 of 10 of 0,100%---,00,00,1:430:00,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,00,11 of 1711 of 28,64%39%,40 of 5117 of 35,4 of 40 of 1,100%0%,00,00,4:030:00,,,,,,
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,,,,,,,,,,9 of 910 of 14,100%71%,8 of 85 of 8,0 of 03 of 3,1 of 12 of 3,4 of 47 of 11
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,,,,,,,,,,23 of 3826 of 78,60%33%,16 of 318 of 49,2 of 25 of 14,5 of 513 of 15,23 of 3826 of 78
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,,,,,,,,,,32 of 5230 of 71,61%42%,27 of 4714 of 49,2 of 27 of 13,3 of 39 of 9,25 of 4530 of 71
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,,,,,,,,,,23 of 3623 of 63,63%36%,20 of 3310 of 41,1 of 14 of 11,2 of 29 of 11,23 of 3523 of 63
UFC Fight Night: Allen vs. Costa,Arnold Allen vs. Melquizael Costa,Total,Arnold Allen,,,,,,,,,,11 of 1711 of 28,64%39%,10 of 1510 of 26,1 of 21 of 1,0 of 00 of 1,4 of 911 of 26
UFC Fight Night: Allen vs. Costa,Dooho Choi vs. Daniel Santos,Total,Dooho Choi,10,72 of 13872 of 182,52%39%,79 of 14574 of 186,0 of 00 of 6,---0%,00,00,0:110:54,,,,,,
UFC Fight Night: Allen vs. Costa,Dooho Choi vs. Daniel Santos,Total,Dooho Choi,00,28 of 5947 of 106,47%44%,29 of 6048 of 109,0 of 00 of 4,---0%,00,00,0:010:12,,,,,,
UFC Fight Night: Allen vs. Costa,Dooho Choi vs. Daniel Santos,Total,Dooho Choi,10,44 of 7925 of 76,55%32%,50 of 8526 of 77,0 of 00 of 2,---0%,00,00,0:100:42,,,,,,
UFC Fight Night: Allen vs. Costa,Dooho Choi vs. Daniel Santos,Total,Dooho Choi,,,,,,,,,,28 of 5947 of 106,47%44%,20 of 5135 of 89,6 of 612 of 16,2 of 20 of 1,26 of 5740 of 97
UFC Fight Night: Allen vs. Costa,Dooho Choi vs. Daniel Santos,Total,Dooho Choi,,,,,,,,,,44 of 7925 of 76,55%32%,36 of 7119 of 67,7 of 73 of 6,1 of 13 of 3,41 of 7624 of 75
UFC Fight Night: Allen vs. Costa,Juan Diaz vs. Malcolm Wellmaker,Total,Malcolm Wellmaker,00,15 of 3313 of 25,45%52%,15 of 3418 of 32,0 of 05 of 8,---62%,01,00,0:003:48,,,,,,
UFC Fight Night: Allen vs. Costa,Juan Diaz vs. Malcolm Wellmaker,Total,Malcolm Wellmaker,00,10 of 236 of 16,43%37%,10 of 249 of 19,0 of 02 of 4,---50%,00,00,0:001:28,,,,,,
UFC Fight Night: Allen vs. Costa,Juan Diaz vs. Malcolm Wellmaker,Total,Malcolm Wellmaker,00,5 of 107 of 9,50%77%,5 of 109 of 13,0 of 03 of 4,---75%,01,00,0:002:20,,,,,,
UFC Fight Night: Allen vs. Costa,Juan Diaz vs. Malcolm Wellmaker,Total,Malcolm Wellmaker,,,,,,,,,,10 of 236 of 16,43%37%,1 of 62 of 7,7 of 142 of 2,2 of 32 of 7,9 of 224 of 13
UFC Fight Night: Allen vs. Costa,Juan Diaz vs. Malcolm Wellmaker,Total,Malcolm Wellmaker,,,,,,,,,,5 of 107 of 9,50%77%,2 of 51 of 2,2 of 41 of 1,1 of 15 of 6,5 of 106 of 8
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,00,36 of 8036 of 71,45%50%,52 of 9951 of 89,0 of 00 of 4,---0%,00,00,2:154:22,,,,,,
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,00,10 of 2911 of 30,34%36%,19 of 3820 of 40,0 of 00 of 2,---0%,00,00,0:001:47,,,,,,
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,00,16 of 2811 of 22,57%50%,18 of 3211 of 22,0 of 00 of 0,------,00,00,2:150:08,,,,,,
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,00,10 of 2314 of 19,43%73%,15 of 2920 of 27,0 of 00 of 2,---0%,00,00,0:002:27,,,,,,
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,,,,,,,,,,10 of 2911 of 30,34%36%,4 of 222 of 16,4 of 56 of 8,2 of 23 of 6,8 of 279 of 27
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,,,,,,,,,,16 of 2811 of 22,57%50%,14 of 263 of 12,1 of 17 of 8,1 of 11 of 2,15 of 277 of 18
UFC Fight Night: Allen vs. Costa,Modestas Bukauskas vs. Christian Edwards,Total,Modestas Bukauskas,,,,,,,,,,10 of 2314 of 19,43%73%,3 of 168 of 13,5 of 54 of 4,2 of 22 of 2,7 of 2011 of 16
UFC Fight Night: Allen vs. Costa,Benardo Sopaj vs. Timmy Cuamba,Total,Timmy Cuamba,01,29 of 8037 of 56,36%66%,29 of 8066 of 92,0 of 01 of 3,---33%,02,00,0:111:54,,,,,,
UFC Fight Night: Allen vs. Costa,Benardo Sopaj vs. Timmy Cuamba,Total,Timmy Cuamba,00,20 of 6011 of 20,33%55%,20 of 6017 of 28,0 of 01 of 2,---50%,01,00,0:080:52,,,,,,
UFC Fight Night: Allen vs. Costa,Benardo Sopaj vs. Timmy Cuamba,Total,Timmy Cuamba,01,9 of 2026 of 36,45%72%,9 of 2049 of 64,0 of 00 of 1,---0%,01,00,0:031:02,,,,,,
UFC Fight Night: Allen vs. Costa,Benardo Sopaj vs. Timmy Cuamba,Total,Timmy Cuamba,,,,,,,,,,20 of 6011 of 20,33%55%,7 of 409 of 18,6 of 90 of 0,7 of 112 of 2,20 of 6011 of 20
UFC Fight Night: Allen vs. Costa,Benardo Sopaj vs. Timmy Cuamba,Total,Timmy Cuamba,,,,,,,,,,9 of 2026 of 36,45%72%,5 of 1425 of 35,3 of 40 of 0,1 of 21 of 1,9 of 203 of 12
UFC Fight Night: Allen vs. Costa,Khaos Williams vs. Nikolay Veretennikov,Total,Nikolay Veretennikov,01,13 of 2521 of 56,52%37%,20 of 3336 of 73,0 of 00 of 0,------,00,00,0:000:54,,,,,,
UFC Fight Night: Allen vs. Costa,Khaos Williams vs. Nikolay Veretennikov,Total,Nikolay Veretennikov,01,13 of 2521 of 56,52%37%,20 of 3336 of 73,0 of 00 of 0,------,00,00,0:000:54,,,,,,
UFC Fight Night: Allen vs. Costa,Khaos Williams vs. Nikolay Veretennikov,Total,Nikolay Veretennikov,,,,,,,,,,13 of 2521 of 56,52%37%,8 of 199 of 35,3 of 47 of 9,2 of 25 of 12,12 of 2320 of 52
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,00,54 of 12337 of 66,43%56%,57 of 126118 of 166,0 of 62 of 3,0%66%,10,00,1:098:31,,,,,,
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,00,40 of 8425 of 40,47%62%,42 of 8642 of 59,0 of 30 of 0,0%---,10,00,1:091:05,,,,,,
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,00,10 of 257 of 20,40%35%,11 of 2637 of 54,0 of 20 of 0,0%---,00,00,0:003:25,,,,,,
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,00,4 of 145 of 6,28%83%,4 of 1439 of 53,0 of 12 of 3,0%66%,00,00,0:004:01,,,,,,
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,,,,,,,,,,40 of 8425 of 40,47%62%,30 of 7224 of 39,5 of 71 of 1,5 of 50 of 0,39 of 8320 of 32
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,,,,,,,,,,10 of 257 of 20,40%35%,8 of 216 of 19,1 of 31 of 1,1 of 10 of 0,9 of 234 of 15
UFC Fight Night: Allen vs. Costa,Ivan Erslan vs. Tuco Tokkos,Total,Tuco Tokkos,,,,,,,,,,4 of 145 of 6,28%83%,2 of 75 of 6,2 of 60 of 0,0 of 10 of 0,4 of 144 of 5
UFC Fight Night: Allen vs. Costa,Tommy Gantt vs. Artur Minev,Total,Tommy Gantt,00,28 of 388 of 13,73%61%,72 of 8428 of 33,6 of 170 of 1,35%0%,00,00,5:150:53,,,,,,
UFC Fight Night: Allen vs. Costa,Tommy Gantt vs. Artur Minev,Total,Tommy Gantt,00,5 of 105 of 7,50%71%,33 of 3825 of 27,3 of 110 of 0,27%---,00,00,3:240:23,,,,,,
UFC Fight Night: Allen vs. Costa,Tommy Gantt vs. Artur Minev,Total,Tommy Gantt,00,23 of 283 of 6,82%50%,39 of 463 of 6,3 of 60 of 1,50%0%,00,00,1:510:30,,,,,,
UFC Fight Night: Allen vs. Costa,Tommy Gantt vs. Artur Minev,Total,Tommy Gantt,,,,,,,,,,5 of 105 of 7,50%71%,0 of 40 of 2,5 of 65 of 5,0 of 00 of 0,0 of 40 of 1
UFC Fight Night: Allen vs. Costa,Tommy Gantt vs. Artur Minev,Total,Tommy Gantt,,,,,,,,,,23 of 283 of 6,82%50%,19 of 232 of 5,4 of 50 of 0,0 of 01 of 1,3 of 63 of 6
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,00,30 of 9253 of 110,32%48%,66 of 15872 of 130,1 of 40 of 0,25%---,00,00,4:420:00,,,,,,
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,00,11 of 4724 of 46,23%52%,11 of 4724 of 46,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,00,2 of 61 of 3,33%33%,38 of 7220 of 23,1 of 30 of 0,33%---,00,00,4:420:00,,,,,,
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,00,17 of 3928 of 61,43%45%,17 of 3928 of 61,0 of 10 of 0,0%---,00,00,0:000:00,,,,,,
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,,,,,,,,,,11 of 4724 of 46,23%52%,9 of 446 of 23,1 of 24 of 8,1 of 114 of 15,11 of 4724 of 46
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,,,,,,,,,,2 of 61 of 3,33%33%,1 of 40 of 1,1 of 20 of 1,0 of 01 of 1,1 of 41 of 3
UFC Fight Night: Allen vs. Costa,Ketlen Vieira vs. Jacqueline Cavalcanti,Total,Ketlen Vieira,,,,,,,,,,17 of 3928 of 61,43%45%,17 of 389 of 38,0 of 112 of 16,0 of 07 of 7,17 of 3928 of 61
UFC Fight Night: Allen vs. Costa,Cody Brundage vs. Andre Petroski,Total,Cody Brundage,10,43 of 608 of 17,71%47%,44 of 6221 of 30,0 of 01 of 1,---100%,00,00,0:341:56,,,,,,
UFC Fight Night: Allen vs. Costa,Cody Brundage vs. Andre Petroski,Total,Cody Brundage,00,6 of 108 of 16,60%50%,6 of 1021 of 29,0 of 01 of 1,---100%,00,00,0:021:56,,,,,,
UFC Fight Night: Allen vs. Costa,Cody Brundage vs. Andre Petroski,Total,Cody Brundage,10,37 of 500 of 1,74%0%,38 of 520 of 1,0 of 00 of 0,------,00,00,0:320:00,,,,,,
UFC Fight Night: Allen vs. Costa,Cody Brundage vs. Andre Petroski,Total,Cody Brundage,,,,,,,,,,6 of 108 of 16,60%50%,3 of 52 of 6,2 of 21 of 4,1 of 35 of 6,6 of 107 of 15
UFC Fight Night: Allen vs. Costa,Cody Brundage vs. Andre Petroski,Total,Cody Brundage,,,,,,,,,,37 of 500 of 1,74%0%,37 of 500 of 1,0 of 00 of 0,0 of 00 of 0,2 of 20 of 1
UFC Fight Night: Allen vs. Costa,Alice Ardelean vs. Polyana Viana,Total,Alice Ardelean,00,46 of 9434 of 75,48%45%,80 of 13980 of 137,1 of 10 of 0,100%---,10,00,4:050:13,,,,,,
UFC Fight Night: Allen vs. Costa,Alice Ardelean vs. Polyana Viana,Total,Alice Ardelean,00,41 of 8531 of 71,48%43%,44 of 8931 of 73,0 of 00 of 0,------,00,00,0:000:13,,,,,,
UFC Fight Night: Allen vs. Costa,Alice Ardelean vs. Polyana Viana,Total,Alice Ardelean,00,5 of 93 of 4,55%75%,36 of 5049 of 64,1 of 10 of 0,100%---,10,00,4:050:00,,,,,,
UFC Fight Night: Allen vs. Costa,Alice Ardelean vs. Polyana Viana,Total,Alice Ardelean,,,,,,,,,,41 of 8531 of 71,48%43%,21 of 579 of 43,9 of 1512 of 18,11 of 1310 of 10,40 of 8426 of 62
UFC Fight Night: Allen vs. Costa,Alice Ardelean vs. Polyana Viana,Total,Alice Ardelean,,,,,,,,,,5 of 93 of 4,55%75%,1 of 40 of 1,1 of 21 of 1,3 of 32 of 2,5 of 93 of 4
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,00,113 of 246149 of 299,45%49%,117 of 252178 of 335,1 of 31 of 5,33%20%,01,01,0:482:26,,,,,,
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,00,20 of 4125 of 55,48%45%,22 of 4430 of 62,1 of 20 of 1,50%0%,01,01,0:481:21,,,,,,
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,00,42 of 6951 of 107,60%47%,43 of 7069 of 125,0 of 11 of 3,0%33%,00,00,0:000:44,,,,,,
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,00,51 of 13673 of 137,37%53%,52 of 13879 of 148,0 of 00 of 1,---0%,00,00,0:000:21,,,,,,
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,,,,,,,,,,20 of 4125 of 55,48%45%,11 of 3221 of 50,3 of 32 of 2,6 of 62 of 3,16 of 3722 of 50
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,,,,,,,,,,42 of 6951 of 107,60%47%,27 of 5245 of 99,9 of 91 of 3,6 of 85 of 5,41 of 6849 of 103
UFC Fight Night: Allen vs. Costa,Luis Gurule vs. Daniel Barez,Total,Daniel Barez,,,,,,,,,,51 of 13673 of 137,37%53%,41 of 12463 of 124,8 of 105 of 8,2 of 25 of 5,51 of 13662 of 125
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,00,29 of 4920 of 38,59%52%,158 of 18350 of 68,0 of 14 of 9,0%44%,01,00,1:509:18,,,,,,
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,00,2 of 76 of 9,28%66%,82 of 8825 of 28,0 of 02 of 2,---100%,00,00,0:094:33,,,,,,
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,00,20 of 286 of 14,71%42%,64 of 7610 of 18,0 of 01 of 6,---16%,00,00,1:412:35,,,,,,
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,00,7 of 148 of 15,50%53%,12 of 1915 of 22,0 of 11 of 1,0%100%,01,00,0:002:10,,,,,,
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,,,,,,,,,,2 of 76 of 9,28%66%,1 of 55 of 8,0 of 01 of 1,1 of 20 of 0,2 of 74 of 7
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,,,,,,,,,,20 of 286 of 14,71%42%,13 of 185 of 13,7 of 81 of 1,0 of 20 of 0,10 of 171 of 9
UFC Fight Night: Allen vs. Costa,Nicolle Caliari vs. Shauna Bannon,Total,Shauna Bannon,,,,,,,,,,7 of 148 of 15,50%53%,2 of 88 of 14,2 of 30 of 1,3 of 30 of 0,7 of 143 of 10
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,98 of 240123 of 312,40%39%,137 of 283160 of 355,9 of 130 of 1,69%0%,00,00,7:163:01,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,0 of 30 of 0,0%---,17 of 2312 of 13,2 of 20 of 0,100%---,00,00,4:470:00,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,10 of 1915 of 38,52%39%,18 of 2829 of 57,0 of 20 of 0,0%---,00,00,0:043:01,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,29 of 8943 of 100,32%43%,29 of 8943 of 100,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,37 of 7234 of 86,51%39%,45 of 8038 of 90,1 of 20 of 0,50%---,00,00,0:540:00,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,00,22 of 5731 of 88,38%35%,28 of 6338 of 95,6 of 70 of 1,85%0%,00,00,1:310:00,,,,,,
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,,,,,,,,,,0 of 30 of 0,0%---,0 of 00 of 0,0 of 20 of 0,0 of 10 of 0,0 of 30 of 0
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,,,,,,,,,,10 of 1915 of 38,52%39%,5 of 1115 of 37,4 of 70 of 1,1 of 10 of 0,10 of 1912 of 33
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,,,,,,,,,,29 of 8943 of 100,32%43%,17 of 6242 of 98,10 of 251 of 2,2 of 20 of 0,29 of 8943 of 100
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,,,,,,,,,,37 of 7234 of 86,51%39%,20 of 4933 of 84,11 of 171 of 2,6 of 60 of 0,37 of 7234 of 86
UFC 328: Chimaev vs. Strickland,Sean Strickland vs. Khamzat Chimaev,Total,Khamzat Chimaev,,,,,,,,,,22 of 5731 of 88,38%35%,10 of 4128 of 83,10 of 143 of 5,2 of 20 of 0,20 of 5430 of 87
UFC 328: Chimaev vs. Strickland,Joshua Van vs. Tatsuro Taira,Total,Joshua Van,20,131 of 20955 of 151,62%36%,190 of 269100 of 199,1 of 28 of 21,50%38%,20,00,1:2110:38,,,,,,
UFC 328: Chimaev vs. Strickland,Joshua Van vs. Tatsuro Taira,Total,Joshua Van,00,7 of 1316 of 26,53%61%,21 of 2820 of 31,0 of 04 of 5,---80%,00,00,0:003:40,,,,,,
UFC 328: Chimaev vs. Strickland,Joshua Van vs. Tatsuro Taira,Total,Joshua Van,10,21 of 325 of 19,65%26%,47 of 5816 of 32,0 of 11 of 3,0%33%,00,00,0:272:53,,,,,,
UFC 328: Chimaev vs. Strickland,Joshua Van vs. Tatsuro Taira,Total,Joshua Van,10,57 of 8914 of 49,64%28%,64 of 9616 of 51,1 of 12 of 7,100%28%,20,00,0:500:42,,,,,,
UFC 328: Chimaev vs. Strickland,Joshua Van vs. Tatsuro Taira,Total,Joshua Van,00,19 of 3713 of 34,51%38%,31 of 4941 of 62,0 of 01 of 3,---33%,00,00,0:043:15,,,,,,
